Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA PRIMEIRA,35449672,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"DIOGO JACOME, 136 RUA. VILA NOVA CONCEICAO. 04512-000 São Paulo - SP.",(11) 38424500,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.59435,-46.6662
ESCOLA PARALISADA,ESC PART FACO CENTRO EDUCACIONAL,35449684,SP,São Paulo,Urbana,Não Informado,Privada,"TACOATIVA, 335 VILA PALMEIRAS. 02933-100 São Paulo - SP.",(11) 39913083,Privada,Não Informado,Não,,,,,-23.49254,-46.71181
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV PASSO A PASSO,35449726,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"DOS GERENTES, 245 PARQUE DOS BANCARIOS. 03922-130 São Paulo - SP.",(11) 27249802,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5942686,-46.5161305
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,APRENDIZ COLEGIO,35449738,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RAINHA SANTA, 180 ALAMEDA. VILA CARRAO. 03425-060 São Paulo - SP.",(11) 22271303,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.5589916,-46.5398174
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COSTA AGUIAR COLEGIO,35449748,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RIO DAS PEDRAS, 2367 AVENIDA. JARDIM ARICANDUVA. 03452-200 São Paulo - SP.",(11) 27216001,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-23.5731714,-46.5048654
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI INDIR VO CATARINA,35449775,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"CORRECORRE, 31 CONJUNTO HABITACIONAL A E CARVALHO. 08225-550 São Paulo - SP.",(11) 20480446,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5265,-46.4595
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV BEM QUERER,35449799,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"PROFESSORA DINA RIZZI, 625 JARDIM AURORA ZONA LESTE. 08431-050 São Paulo - SP.",(11) 42586824,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.53573493,-46.41740422
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV MISERICORDIA II,35449805,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"JARDIM DO EDEN, 60 ANT TRAV ANTONIO INA. ESTANCIA JARAGUA. 02997-004 São Paulo - SP.",(11) 39471279,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4316,-46.7113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV MARIA JOSE DA SILVA SANTOS,35449830,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"PAU FORMIGA, 8 CONJUNTO HABITACIONAL SANTA ETELVINA II. 08485-060 São Paulo - SP.",(11) 20162478,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.59105567,-46.41543436
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART PROJETO KIDS II,35450085,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"MOLIERE, 86 VILA SOFIA. 04671-090 São Paulo - SP.",(11) 56341589,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.65563,-46.69286
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART ABRACE E BRINQUE BERCARIO E MATERNAL,35450091,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RIO DA BAGAGEM, 106 VILA NOVA SAVOIA. 03531-060 São Paulo - SP.",(11) 25741017,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.53912,-46.51799
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV CRIANDO HISTORIAS,35450108,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"BLAS PARERA, 498 PARQUE NACOES UNIDAS. 02996-130 São Paulo - SP.",(11) 39284164,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.44433,-46.73683
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VITALIS COLEGIO,35450170,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"GENERAL SALGADO DOS SANTOS, 89 RUA. VILA MACEDOPOLIS. 03237-110 São Paulo - SP.",(11) 23074255,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.5948238,-46.5524728
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULINO E PAULINO COLEGIO,35450182,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"JOAO PASSALAQUA, 181 RUA. BELA VISTA. 01326-020 São Paulo - SP.",(11) 26675543,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.55452,-46.6456
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI INDIR JOSIS,35450200,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"SAO JOSE DO RIO PRETO, 400 CONJUNTO HABITACIONAL BRIGADEIRO FARIA L. 04840-460 São Paulo - SP.",(11) 59343881,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.75571914,-46.68227913
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO MASTER,35450248,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"JOSE DOS REIS, 693 RUA. PARQUE DA VILA PRUDENTE. 03139-040 São Paulo - SP.",(11) 22722645,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.58171,-46.58399
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV ALFA E OMEGA,35450303,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"YLIDIO FIGUEIREDO, 18 VILA PERUS. 05204-020 São Paulo - SP.",(11) 39194803,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4086,-46.7528
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HORIZONTE AZUL UM BAIRRO EDUCADOR ESCOLA DE RESILIENCIA,35450534,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"AGATINO DE ESPARTA, 25 RUA. CHACARA DA ENSEADA. 04963-130 São Paulo - SP.",(11) 58965954,Privada,Filantrópica,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.74795,-46.7797562
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NUCLEO EDUCACIONAL CIDADANIA E VIDA,35450625,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"SARGENTO MANUEL CHAGAS, 521 PARQUE NOVO MUNDO. 02179-040 São Paulo - SP.",(11) 29548066,Privada,Confessional,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.5183865,-46.5711099
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FACES EDUCACAO BILINGUE,35450637,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CEARA, 254 RUA. CONSOLACAO. 01243-010 São Paulo - SP.",(11) 32572357,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.5481508,-46.6562068
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SOUZA E ALMEIDA,35450935,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"PROFESSOR FRANCISCO MORATO, 2903 LOTE 7 QD 5. BUTANTA. 05513-400 São Paulo - SP.",(11) 23647534,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.58790901,-46.7262025
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JARDIM TEXTIL COLEGIO,35450972,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"ATLAS, 15 RUA. VILA MAFRA. 03414-060 São Paulo - SP.",(11) 33842871,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.5590677,-46.5481441
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ANGELUZ ESCOLA,35451046,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO FERREIRA DE CARVALHO, 42 RUA. PARQUE EDU CHAVES. 02233-110 São Paulo - SP.",(11) 22430453,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-23.47865,-46.56971
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MIRNA COLEGIO BATISTA,35452014,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO CARLOS BENJAMIN DOS SANTOS, 2848 AVENIDA. JARDIM MYRNA. 04856-070 São Paulo - SP.",(11) 55272100,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.7631156,-46.6960056
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART ALEM DE APRENDER,35452038,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"EUCLIDES PACHECO, 1916 VILA GOMES CARDIM. 03321-001 São Paulo - SP.",(11) 23056822,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.54591,-46.55641
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV CASA PADRE RAFAEL,35452221,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"DO CAMPO LIMPO, 5295 PIRAJUSSARA. 05787-000 São Paulo - SP.",(11) 58426185,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6219,-46.7584
ESCOLA PARALISADA,BLUEBONNET ESCOLA,35452233,SP,São Paulo,Urbana,Não Informado,Privada,"AVENIDA PADRE PEREIRA DE ANDRADE, 717 BOACAVA. 05469-000 São Paulo - SP.",(11) 30234052,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JEAN JACQUES ROUSSEAU COLEGIO,35452543,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"GILIO SATTIN PROFESSOR, 204 210 214. RIO PEQUENO. 05379-150 São Paulo - SP.",(11) 37144206,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5639883,-46.7526167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PENITENCIARIA ASP JOAQUIM FONSECA LOPES,35453171,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NOEL NUTELS, 100 AVENIDA. JARDIM SANTA TEREZINHA PARELHEIROS. 04896-092 São Paulo - SP.",(11) 59215328,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,-23.8559696,-46.7150743
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PENITENCIARIA FEMININA DE SANT ANA,35454382,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GENERAL ATALIBA LEONEL, 656 SANTANA. 02088-900 São Paulo - SP.",(11) 22213001,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,-23.4932731,-46.6157341
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE PROGRESSAO PENITENCIARIA DE SAO MIGUEL PAULISTA,35454564,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AMERICO GOMES DA COSTA, 305 A RUA. VILA AMERICANA. 08010-120 São Paulo - SP.",(11) 22974441,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação de Jovens Adultos,,-23.4961482,-46.4412738
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PENITENCIARIA FEMININA DA CAPITAL,35454734,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ZAKI NARCHI, 1369 AVENIDA. CARANDIRU. 02029-001 São Paulo - SP.",(11) 22219444,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação de Jovens Adultos,,-23.4931166,-46.6157242
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SILVA GOMES ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,35454977,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"QUINTO LUIS COLATO, 105 RUA. VILA SANTO ANTONIO. 04811-090 São Paulo - SP.",(11) 56662049,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.71189197,-46.69405236
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV VILA FELIZ,35455131,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"FRANCISCO DO AMARAL, 119 VILA LAIS. 03611-000 São Paulo - SP.",(11) 25011879,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5218,-46.5406
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GIRASSOL II,35455167,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CORONEL SOUSA FERRAZ, 51 JARDIM CAMPO LIMPO. 05788-400 São Paulo - SP.",(11) 58428565,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.62891,-46.77002
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV LUCIA HELENA PRADO BARRETO,35455209,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"HOMERO DE SOUZA CAMPOS, 35 LAJEADO. 08452-280 São Paulo - SP.",(11) 23915576,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5355,-46.3999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INTEGRATION SCHOOL,35455313,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"HILARIO VEIGA DE CARVALHO PROFESSOR, 138 RUA. VILA SUZANA. 05641-070 São Paulo - SP.",(11) 37423067,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-23.6177119,-46.7379612
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PARQUE VEREDAS - JOAO ANTONIO DA SILVA,35455374,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DANIEL MULLER, 347 CHACARA DONA OLIVIA. 08141-290 São Paulo - SP.",(11) 25636251,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5129967,-46.390055
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PERA MARMELO,35455386,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.",(11) 39483915,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.43650845,-46.75033063
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PARQUE ANHANGUERA,35455416,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.4399,-46.7873
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL JACANA,35455428,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCA ESPOSITO TONETTI, 105 GUAPIRA. 02276-010 São Paulo - SP.",(11) 33973950,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.46366,-46.58331
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL HELIOPOLIS - ARLETE PERSOLI PROFA,35455436,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DAS LAGRIMAS, 2385 IPIRANGA. 04232-000 São Paulo - SP.",(11) 23534300,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.62085684,-46.59041835
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL CAMINHO DO MAR - DULCE SALLES CUNHA BRAGA PROFA,35455441,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",(11) 33965548,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,                              ,                              
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PERUS,35455465,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BERNARDO JOSE DE LORENA, S/N VILA FANTON. 05203-200 São Paulo - SP.",(11) 39158745,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.4061,-46.7517
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL INACIO MONTEIRO,35455477,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARAO BARROSO DO AMAZONAS, 115 CONJUNTO HABITACIONAL INACIO MONTEIRO. 08472-721 São Paulo - SP.",(11) 25189048,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5699,-46.4115
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PARQUE SAO CARLOS,35455490,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CLAREAR, 643 JARDIM SAO CARLOS ZONA LESTE. 08062-590 São Paulo - SP.",(11) 20454248,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,                              ,                              
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL LAJEADO,35455507,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MANUEL DA MOTA COUTINHO, 293 LAJEADO. 08451-420 São Paulo - SP.",(11) 33976940,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5441948,-46.4006471
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL PARQUE BRISTOL,35455519,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",(11) 23349150,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.64389618,-46.60785179
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL JAGUARE - HENRIQUE GAMBA PROF,35455520,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",(11) 37162153,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.54984318,-46.74273312
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL CIDADE DUTRA - ADIB SALOMAO DR,35455532,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"INTERLAGOS, 7350 INTERLAGOS. 04777-000 São Paulo - SP.",(11) 56681953,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.7109897,-46.7042398
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL CANTOS DO AMANHECER,35455544,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.",(11) 33979720,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6492,-46.7857
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL AGUA AZUL - PAULO RENATO COSTA SOUZA PROF,35455556,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",(11) 33963533,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5946,-46.4068
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL CASA BLANCA - SOLON BORGES DOS REIS PROF,35455573,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.",(11) 55195209,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.64710244,-46.74406122
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL FORMOSA - EDEN SILVERIO DE OLIVEIRA PROF,35455581,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SARGENTO CLAUDINER EVARISTO DIAS, 10 PARQUE SANTO ANTONIO. 03385-150 São Paulo - SP.",(11) 20364308,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5806347,-46.5243385
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL AZUL DA COR DO MAR,35455593,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ERNESTO SOUZA CRUZ, 2171 CIDADE ANTONIO ESTEVAO DE CARVALHO. 08225-380 São Paulo - SP.",(11) 33979000,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.5214524,-46.4570113
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL VILA RUBI - ALEXANDRE KADUNC JORNALISTA,35455600,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMINGOS TARROSO, 101 VILA RUBI. 04823-090 São Paulo - SP.",(11) 56629406,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.72819343,-46.69761607
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL ALTO ALEGRE - PAULO SUYOSH MINAMI PROF,35455611,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",(11) 20751000,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6093433,-46.42682615
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL UIRAPURU,35455623,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",(11) 37823143,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6003,-46.7891
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL ALVARENGA,35455635,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.",,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.705,-46.6445
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL VILA ATLANTICA - JOAO SOARES FILHO PROF,35455659,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CORONEL JOSE VENANCIO DIAS, 840 JARAGUA. 05160-030 São Paulo - SP.",(11) 39018769,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.4809,-46.7625
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL TIQUATIRA,35455660,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CONDESSA ELISABETH DE ROBIANO, 5280 VILA MOREIRA. 03074-000 São Paulo - SP.",(11) 20757500,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.517434,-46.5540596
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL ROSA DA CHINA,35455672,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CLARA PETRELA, 113 JARDIM SAO ROBERTO. 03978-500 São Paulo - SP.",(11) 27012357,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.6218025,-46.5007995
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEU AT COMPL GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN,35455684,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DA BARONESA, 1120 PARQUE BOLOGNE. 04941-175 São Paulo - SP.",(11) 33979570,Municipal,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.69741849,-46.76598988
